7573	9.288304	0.125800	3
64387	11.322332	0.477666	1
44024	9.639610	1.186808	3
68519	4.773501	1.381804	1
63307	0.000000	0.469800	1
10731	0.645163	1.054767	2
39413	11.112723	1.632220	3
26899	10.412594	1.422157	3
21839	13.873552	0.505184	3
37018	10.011174	0.818719	3
74277	12.193448	1.197702	1
6082	0.000000	1.311180	2
20891	6.149222	1.197923	2
37629	9.782168	0.358260	3
17795	2.097121	0.607011	2
4547	5.767540	0.749296	2
37711	7.046736	1.036443	3
11922	3.086916	0.668036	2
58142	11.886996	1.329206	3
28266	2.462891	1.688036	1
36811	9.453837	0.090632	3
2121	4.722065	1.549313	2
2451	5.639088	0.500573	2
18993	7.630497	1.089446	3
70030	8.849976	0.095029	1
44624	10.076108	0.173224	3
44051	10.147840	1.253836	3
37082	8.491458	0.912198	3
32959	10.781743	0.883730	3
28787	11.181611	0.550564	3
13377	3.601278	1.460391	2
29338	8.704018	1.354576	3
24335	2.702291	1.698324	1
10560	0.000000	0.467759	2
69656	10.055811	1.029517	1
1827	7.468553	1.101535	2
31784	10.289340	1.049286	3
29502	9.707946	1.392675	3
10316	4.699741	0.327582	2
6303	3.433982	1.578022	2
27843	4.691836	1.402182	1
79198	10.960460	1.177604	1
28807	12.527510	1.384501	3
39273	8.822433	0.379021	3
7177	7.029339	1.634893	2
36392	7.973881	0.662335	3
78211	17.791853	0.709243	1
12430	7.271888	0.343863	2
35571	8.585821	0.595481	3
26628	11.573286	0.353270	3
10586	5.351999	0.327644	2
8131	3.665323	0.380786	2
67473	4.380091	1.543020	1
74581	9.355702	0.776274	1
33082	10.562881	1.076190	3
22816	1.951352	0.525445	1
37202	10.048541	0.077267	3
18022	6.453749	0.303456	2
11922	0.000000	0.810086	2
66460	9.626004	1.481688	1
16349	0.464041	0.365131	2
25693	10.217323	1.559898	3
51469	1.465881	1.325920	1
75748	12.708627	0.307317	1
68049	12.915435	0.241518	1
26055	8.139088	1.241415	3
9585	5.896232	0.428804	2
15794	2.305484	1.211521	2
16002	0.000000	1.376058	2
44545	10.238325	1.608211	3
26792	7.692770	0.767459	3
11671	0.888691	0.189652	2
30094	11.801074	1.504296	3
48188	7.542598	1.017536	3
75547	14.918234	1.617283	1
48965	2.029028	1.655321	1
15131	2.900884	0.245416	2
30936	11.734483	1.081272	3
69594	15.173416	1.001423	1
51750	7.681184	0.687733	3
10120	0.296760	1.170820	2
72943	15.711257	1.420001	1
8743	0.925796	1.610190	2
40522	8.820074	1.236498	3
30368	8.390910	1.297742	3
29063	11.085861	1.021141	3
36634	2.302577	1.229483	1
11511	2.051161	0.652963	2
11599	0.000000	0.250007	2
55170	11.029440	1.515621	3
59981	4.822116	1.022430	1
16425	0.000000	0.858238	2
61984	8.356439	0.545900	1
65671	9.024555	0.923898	1
12402	3.936845	0.953230	2
16847	5.865951	0.839085	2
15214	3.927302	1.341249	2
55621	3.514328	0.192785	1
26513	11.228525	0.351933	3
32970	1.149766	0.168982	1
9987	0.000000	1.152570	2
68755	7.759277	0.522938	1
17224	0.000000	0.238471	2
36247	9.083957	1.100735	3
35302	11.926820	1.453282	3
5302	8.763359	0.613389	2
32876	12.986102	0.286940	3
32470	4.722743	0.306738	1
31155	8.927395	1.015441	3
39188	12.030569	0.884660	3
76315	8.548404	0.741267	1
46386	1.791182	0.670926	1
39776	13.787687	1.502165	3
4619	0.000000	0.020993	2
39753	2.943319	1.023077	1
52673	1.297809	0.964297	1
8063	0.534169	0.142640	2
9881	1.226412	0.457879	2
22152	4.107784	0.527661	1
50352	10.626344	1.247343	3
71185	8.575117	0.726851	1
40239	2.804503	1.531021	1
56228	3.106731	0.174806	1
34674	10.534863	1.125673	3
71147	11.403699	0.562058	1
40331	10.567907	0.030655	3
70801	11.608671	1.690523	1
5992	6.469366	0.500422	2
34924	13.029430	1.349280	3
11867	6.795734	0.893130	2
